,Unnamed: 0,headline,hyperlink,published,query,source,content
444,444,U.S. states take lead in writing bitcoin rules,https://www.reuters.com/article/idUSL1N0O30HF20140517,"May 17, 2014 04:03pm EDT","['bitcoin', '', '']",reuters,"CHICAGO, May 17 (Reuters) - A task force of U.S. state regulators is working on the first bitcoin rule-book, the head of the group said, hoping to protect users of virtual currency from fraud without smothering the fledgling technology.  Numerous companies in the United States enable customers to pay for goods and services in virtual currencies. But since bitcoins are not regulated by the federal government, users face a maze of rules in the 50 states.  “We may be looking at some type of model definitions, or model laws or regulations, and very likely recommendations to either our federal colleagues or to Congress,” David Cotney, Massachusetts Commissioner of Banks, told Reuters on the sidelines of a public hearing into the issue on Friday.  Cotney was appointed in February to head the new Emerging Payments Task Force, a group of nine members of the Conference of State Bank Supervisors (CSBS). He said the task force had given itself roughly a year to complete the task.  The task force was hoping for a clearer definition of which operators needed to be regulated and which ones did not, Cotney said in the interview.  “Who’s in and who’s out? So if we can offer that (it) would be a ... big step,” he said. Cotney’s group also looks at other new payment technologies, such as mobile phone payments, and PayPal, an online money transfer service.  Bitcoin is the most prominent of a group of so-called virtual currencies created by computers and governed by the Bitcoin Foundation, outside the control of any government. Some retailers accept bitcoins as payment on the Internet or in shops.  But recent mishaps have brought the technology under heightened scrutiny. Mt. Gox, a Tokyo-based bitcoin exchange, filed for bankruptcy after losing an estimated $650 million worth of client bitcoins.  State regulators say they will not stand in the way of virtual currency operators entering their states, but they want to ensure the business is safe.  Task force member Benjamin Lawksy, the New York Superintendent of Financial Services, in January said his department was working on a “BitLicense”. California is another state that has shown interest.  So far, federal regulators have been relatively mum. The Department of the Treasury’s Financial Crimes Enforcement Network (FinCEN) last year classified administrators or exchangers of bitcoin as money transmitters, which puts them under the remit of state regulators.  The Commodity Futures Trading Commission is studying whether it has jurisdiction, given that some firms are considering offering bitcoin derivatives. The U.S. Internal Revenue Service has designated bitcoin as property, not currency.   (Reporting by Douwe Miedema; Editing by David Gregorio)"
445,445,Bitcoin can be an asset but not currency - China c.bank adviser,https://www.reuters.com/article/idUSL4N1JY17O,"July 06, 2017 10:01pm EDT","['bitcoin', '', '']",reuters,"SHANGHAI, July 7 (Reuters) - Virtual currencies like bitcoin are assets but bitcoin in itself does not have the fundamental attributes needed to be a currency that could meet modern economic development needs, a Chinese central bank adviser said.  Sheng Songcheng, adviser to the People’s Bank of China (PBOC), made the comments in an interview with financial magazine Yicai published late Thursday.  “Bitcoin does not have the fundamental attributes needed to be a currency as it is a string of code generated by complex algorithms...But I do not deny that virtual currencies have technical value and are a type of asset,” he said.  His comments come after the Chinese central bank increased scrutiny of the country’s bitcoin exchanges earlier this year, a move that prompted the companies to stop margin lending, introduced trading fees and issue rules to rein in users.  Many governments around the world are still mulling how to regulate and classify bitcoin, whose value surged in June to hit a record just shy of $3,000. China has classified it as a “virtual good”.  Squaring in on bitcoin, Sheng said expectations that bitcoin supply would be capped in the year 2140 would make it difficult for it to become a medium of exchange that could meet modern economic development needs as money supply should be related to economic needs.  He also said that Chinese monetary authorities should study issuing a central bank virtual currency that it could regulate and run properly. (Reporting by Brenda Goh; Editing by Sam Holmes)"
446,446,"Bitcoin soars above $2,400 to all-time high",https://www.reuters.com/article/idUSKBN18K206,"May 26, 2017 12:19pm EDT","['bitcoin', '', '']",reuters,"(Reuters) - Digital currency bitcoin hit a fresh record high on Wednesday, surging above $2,400, as demand for crypto-assets soared with the creation of new tokens to raise funding for start-ups using blockchain technology.  Blockchain, the underlying technology behind bitcoin, is a financial ledger maintained by a network of computers that can track the movement of any asset without the need for a central regulator.  Bitcoin hit a record of $2,409 on the BitStamp platform and was last up 4.3 percent at $2,363. So far this year, the price of bitcoin has more than doubled.   A key reason for bitcoin’s dominance in the nefarious online underworld, say technologists and cybercrime experts, is its size - the total value of all bitcoins in circulation is more than twice that of the nearest of hundreds of rivals.  Also, a big part of bitcoin’s recent surge is the increase in demand for other digital currencies being sold in so-called “initial coin offerings”, or ICOs. Under ICOs, blockchain start-ups sell their tokens directly to the public to raise capital without any regulatory oversight.  “Bitcoin up 100 percent in under 2 months. Shanghai down almost 10 percent same timeframe, compared to most global stocks up. Probably not a coincidence!”, Jeffrey Gundlach, chief executive at DoubleLine Capital tweeted on Tuesday.  Strong demand for bitcoins in Japan has also fueled the rise of the virtual currency that can be moved like money around the world quickly and anonymously without the need for a central authority."
447,447,"Bitcoin soars above $2,400 to all-time high",https://www.reuters.com/article/idUSL4N1IQ4DO,"May 24, 2017 10:36am EDT","['bitcoin', '', '']",reuters,"May 24 (Reuters) - Digital currency bitcoin hit a fresh record high on Wednesday, surging above $2,400, as demand for crypto-assets soared with the creation of new tokens to raise funding for start-ups using blockchain technology.  Blockchain, the underlying technology behind bitcoin, is a financial ledger maintained by a network of computers that can track the movement of any asset without the need for a central regulator.  Bitcoin hit a record of $2,409 on the BitStamp platform and was last up 4.3 percent at $2,363. So far this year, the price of bitcoin has more than doubled.  A key reason for bitcoin’s dominance in the nefarious online underworld, say technologists and cybercrime experts, is its size - the total value of all bitcoins in circulation is more than twice that of the nearest of hundreds of rivals.  Also, a big part of bitcoin’s recent surge is the increase in demand for other digital currencies being sold in so-called “initial coin offerings”, or ICOs. Under ICOs, blockchain start-ups sell their tokens directly to the public to raise capital without any regulatory oversight.  “Bitcoin up 100 percent in under 2 months. Shanghai down almost 10 percent same timeframe, compared to most global stocks up. Probably not a coincidence!”, Jeffrey Gundlach, chief executive at DoubleLine Capital tweeted on Tuesday.  Strong demand for bitcoins in Japan has also fueled the rise of the virtual currency that can be moved like money around the world quickly and anonymously without the need for a central authority. (Reporting by Sruthi Shankar in Bengaluru; Editing by Martina D’Couto)"
448,448,"Bitcoin soars above $1,400 to all-time high",https://www.reuters.com/article/idUSL8N1I42JH,"May 02, 2017 06:36am EDT","['bitcoin', '', '']",reuters,"LONDON (Reuters) - Bitcoin surged to an all-time high above $1,400 on Tuesday, after more than tripling in value over the past year, with its most recent rise attributed to strong demand in Japan, where the digital currency has been deemed a legal means of payment.  Cryptocompare, a data website that analyses bitcoin trading across dozens of exchanges globally, said around 50 percent of trading volume over the past 24 hours had been on the bitcoin/Japanese yen exchange rate.  “The Japanese have recently warmed their approach towards bitcoin by treating it legally as a form of payment - a ratification and bringing into the regulatory fold,” said Charles Hayter, the website’s founder.    “China’s clampdown on exchanges can also be seen as a positive move for the industry too,” he added.   Chinese authorities have increased scrutiny of exchanges this year and have forced them to start charging trading fees, after becoming concerned about bitcoin speculation and its potential use in money laundering.  Bitcoin surged as much as 3 percent on Tuesday on the Europe-based Bitstamp exchange, where trading is dollar-denominated, to hit $1,437 BTC=BTSP, its highest since its 2008 launch. That marked a more than 200 percent increase from its price in early May last year.   Its current levels put the total value of all bitcoins in circulation - the so-called “market cap” - close to $25 billion, putting its worth on a par with a large-cap company.  Bitcoin analysts said the price had also been boosted by a request by the BATS exchange that the U.S. Securities and Exchange Commission review its March decision not to approve a bitcoin-tracking ETF set up by the Winklevoss brothers.       Reporting by Jemima Kelly, editing by Nigel Stephenson"
449,449,Bitcoin bank Flexcoin shuts down after theft,https://www.reuters.com/article/idUSBREA2329B20140304,"March 04, 2014 06:13pm EST","['bitcoin', '', '']",reuters,"(Reuters) - Bitcoin bank Flexcoin said on Tuesday it was closing down after it lost bitcoins worth about $600,000 to a hacker attack.  Flexcoin said in a message posted on its website that all 896 bitcoins stored online were stolen on Sunday.  ""As Flexcoin does not have the resources, assets, or otherwise to come back from this loss, we are closing our doors immediately,"" the company said. (r.reuters.com/web47v)  Alberta, Canada-based Flexcoin, which is working with law enforcement agencies to trace the source of the hack, said it would return bitcoins stored offline, or in “cold storage”, to users.  Cold storage coins are held in computers not connected to the Internet and therefore cannot be hacked.  Mt. Gox, once the world’s biggest bitcoin exchange, filed for bankruptcy protection in Japan on Friday, saying it may have lost some 850,000 bitcoins due to hacking into its faulty computer system.  Flexcoin said on February 25 it was not affected by Mt. Gox’s closure. “While the Mt. Gox closure is unfortunate, we at Flexcoin have not lost anything,” it had tweeted.  Bitcoin is a digital currency that, unlike conventional money, is bought and sold on a peer-to-peer network independent of central control. Its value soared last year, and the total worth of bitcoins minted is now about $7 billion.  According to Tuesday’s price on Bitstamp, one of the largest exchanges for trading bitcoins, the crypto-currency was valued at about $668.57.  Reporting by Mridhula Raghavan in Bangalore; Editing by Saumyadeb Chakrabarty"
450,450,"Bitcoin soars above $1,400 to all-time high",https://www.reuters.com/article/idUSKBN17Y12R,"May 03, 2017 02:57pm EDT","['bitcoin', '', '']",reuters,"LONDON (Reuters) - Bitcoin surged to an all-time high above $1,400 on Tuesday, after more than tripling in value over the past year, with its most recent rise attributed to strong demand in Japan, where the digital currency has been deemed a legal means of payment.  Cryptocompare, a data website that analyses bitcoin trading across dozens of exchanges globally, said around 50 percent of trading volume over the past 24 hours had been on the bitcoin/Japanese yen exchange rate.  “The Japanese have recently warmed their approach towards bitcoin by treating it legally as a form of payment - a ratification and bringing into the regulatory fold,” said Charles Hayter, the website’s founder.    “China’s clampdown on exchanges can also be seen as a positive move for the industry too,” he added.   Chinese authorities have increased scrutiny of exchanges this year and have forced them to start charging trading fees, after becoming concerned about bitcoin speculation and its potential use in money laundering.  Bitcoin surged as much as 3 percent on Tuesday on the Europe-based Bitstamp exchange, where trading is dollar-denominated, to hit $1,437 BTC=BTSP, its highest since its 2008 launch. That marked a more than 200 percent increase from its price in early May last year.   Its current levels put the total value of all bitcoins in circulation - the so-called “market cap” - close to $25 billion, putting its worth on a par with a large-cap company.  Bitcoin analysts said the price had also been boosted by a request by the BATS exchange that the U.S. Securities and Exchange Commission review its March decision not to approve a bitcoin-tracking ETF set up by the Winklevoss brothers.       Reporting by Jemima Kelly, editing by Nigel Stephenson"
451,451,Bitcoin dips after report of China exchanges meetings,https://www.reuters.com/article/idUSKBN15N1W7,"February 08, 2017 10:38am EST","['bitcoin', '', '']",reuters,"LONDON - The price of bitcoin fell from one-month highs on Wednesday after sources at bitcoin exchanges in China said the People’s Bank of China had summoned some smaller exchanges to a closed-door meeting.  The central bank announced last month it was investigating trading at some of the biggest Chinese players to fend off market risks.  Market participants worry Beijing will seek to clamp down on domestic bitcoin trading as it seeks to stem a flow of capital out of the country that has put pressure on the yuan.  A Bloomberg report on Wednesday’s meeting coincided with an early 4 percent fall in the global price of bitcoin before it recovered in morning trade in Europe.  By 1425 GMT it was trading 1 percent - or around $10.40 - lower on the day at $1,042.79. BTC=BTSP  Reporting by Patrick Graham in London, and John Ruwitch and Brenda Goh in Shanghai; editing by John Stonestreet"
452,452,Nordic investor creates world's biggest Bitcoin database,https://www.reuters.com/article/idUSBREA0K16O20140121,"January 21, 2014 01:58pm EST","['bitcoin', '', '']",reuters,"STOCKHOLM (Reuters) - A Nordic venture capital firm says it has built the world’s largest database of businesses dealing in Bitcoins in an effort to shed light on a virtual currency which has seen its value rocket in the past year.  Creandum said the database contained more than 300 companies trading Bitcoins - ranging from exchanges to payment processors and gambling companies - and was intended to give entrepreneurs and investors an overview of companies with a significant role in the Bitcoin system.  Bitcoin is essentially software code that defines units of value, which users can move back and forth among themselves. Unlike other virtual money transmitters, its value isn’t pegged to a hard currency like the U.S. dollar or the euro - it is determined by the demand for Bitcoins.  Since its launch in January 2009, the system has grown popular with people who lack confidence in the traditional banking system, though it has also aroused concerns it could be used for money laundering.  Creandum, which has invested in fast-growing Nordic tech firms such as online music streaming service Spotify and payment solutions firm iZettle, said it hoped to encourage Bitcoin enthusiasts to participate in the development of the currency.  “This year and next year the Bitcoin needs to prove itself as a payment mechanism, and it could go either way,” Creandum associate Joel Eriksson Enquist told Reuters.  ""Our hope is that the database will work like Wikipedia, with more and more contributors and more comprehensive data,"" he said of the open-source site which can be found at bitcoin.knackhq.com/btcdb .  Creandum has not invested in any Bitcoin-related companies but is looking at a couple of players and Enquist himself is holding onto 10 Bitcoins he bought last year for a little over $100 each - just for the fun of it.  The Bitcoin has recently traded above $1,000, up from $10 at the start of last year and fuelling concerns of a bubble.  Creandum said it may take another three years before it is clear whether Bitcoin is a bubble, or whether this is “the beginning of a new world”.  In December, the digital currency was dealt a blow when the People’s Bank of China banned financial institutions, though not individuals, from trading in Bitcoins.  U.S. prosecutors are also sitting on millions of dollars worth of the currency which had belonged to Silk Road, an online market that authorities say was a conduit for purchasing drugs and computer hacking services.  Creandum’s database lists 46 Bitcoin exchanges in North America, 24 in Europe and 21 in Asia. BTC China and Europe’s btc-e and Bitstamp are the biggest exchanges, with the three seeing 2.5 million Bitcoins traded on their platforms in the 30 days to January 9.  While there are about 100 virtual currencies, with new ones appearing every week, Bitcoin is by far the best known.  E-commerce site Overstock.com recently announced its plan to become the first major U.S. retailer to accept the digital currency. Dating site OKCupid also allows Bitcoins as a form of payment.  Editing by Mark Potter"
453,453,Bitcoin's promise: a financial revolution the web's been waiting for,https://www.reuters.com/article/idUSBREA2J27Y20140320,"March 20, 2014 05:05pm EDT","['bitcoin', '', '']",reuters,"(Reuters) - Bitcoin may not be the messiah of a new currency its hardcore fans yearn for, but it may herald the deeper financial revolution the internet has been waiting for.  While computers and smartphones have brought the web to more than a third of the world’s population, online commerce still largely depends on a banking system that has changed little over recent decades, some of it relying on computer code written before the web was born.  The growing interest in bitcoin, a digital currency that requires no centralized body to handle transactions, is beginning to change all that.  “The rise of bitcoin has changed everyone’s idea of what a good payment system should be,” says Manu Sporny, CEO of web payments company Digital Bazaar, who is spearheading an effort to get the industry together to agree on standards for handling online transactions. “Bitcoin raised the bar, so everyone’s got to come in and match that in some way.”  A key moment, Sporny and others say, will be a meeting in Paris next week hosted by the World Wide Web Consortium, or W3C, one of the key bodies for setting internet standards.  Gathering for the first time to discuss web payment standards will be telecom operators such as Deutsche Telekom, Telefonica and AT&T, payment companies including SWIFT, PayPal and Gemalto, as well as the U.S. Federal Reserve.  Bitcoin can claim some credit for this buzz of activity.  Much of the focus on bitcoin has been on its meteoric rise in value - soaring from $30 a year ago to above $1,000 late in the year - which has been only slightly dented by the collapse last month of Mt. Gox, a leading bitcoin exchange, with half a billion dollars’ worth of bitcoins missing.  But bitcoin as a currency might be a distraction.  Underpinning the digital currency is a combination of key computing principles - decentralized timestamping, public key cryptography and a proof of work system - that promise to revolutionize transactions.  Says Peter Vessenes, CEO of bitcoin start-up CoinLab and chairman of the Bitcoin Foundation, an advocacy group promoting its adoption: “Those three could be turned into money, but they could also do a lot of other things.”  What interests some, and worries others, among those due to attend the Paris meeting is the promise bitcoin offers in cutting the cost of moving money around.  “If they can have it cheaper, they will make it cheaper,” said Marcus Swanepoel of Switchless, a Singapore-based company offering to integrate bitcoin processes into traditional banks and telecom companies.  Bitcoin poses a challenge for those used to handling consumer transactions: PricewaterhouseCoopers estimates that credit card companies charge around 3 percent in transaction fees. PayPal’s cut can go as high as 4 percent. Those same transactions via bitcoin firms such as Coinbase and BitPay, which bypass central financial institutions, are as likely to be free.  However, Visa Inc’s head of innovation Jim McCarthy told an investors’ conference this month that while there were things to be learned about bitcoin, “I don’t see those as the things that are going to tip the apple cart anytime soon.”  MasterCard and Visa will not be at the Paris meeting, noted Sporny.  Indeed, there’s plenty of skepticism that bitcoin will amount to anything, with critics pointing to recent setbacks such as Mt. Gox and the libertarian bent of some of its supporters, as indicators it’s little more than a Ponzi scheme.  Some of bitcoin’s doubters come from within. Mike Hearn, a key contributor to the code underpinning bitcoin, dismisses talk of Ponzi schemes, but worries about complacency. “A lot of people seem to believe it’s a done deal, a dead cert. And I don’t see it that way at all.”  Hearn says that if bitcoin is going to challenge or win over the banking mainstream it needs to adopt better security while making it easier to use. And then, it needs to reach out to overcome the banking world’s anxiety about regulators and its perceived links to crime.  “The banking blockage, where all banks are afraid of touching bitcoin because they’re afraid of getting whacked by governments, is still the biggest challenge that bitcoin faces,” he said.  Switchless’ Swanepoel believes this fear is already dissipating. Standard Bank of South Africa, for example, recently ran a pilot using Switchless technology to integrate bitcoin trading into the bank’s own currency systems.  He sees similar interest among telephone operators and post offices looking for a cheap way to build a system to handle monetary transactions. But if bitcoin does make it into these behemoths, it’s likely to accompany existing technologies. “You don’t see bitcoin as something that would eliminate how things are done at the moment,” Swanepoel said in a phone interview. “They’re more likely to sit side by side.”  Start-up Ripple, for example, offers a way for users to buy and sell currencies using some bitcoin technologies but not its computer-hogging method of confirmation, called mining. End users needn’t know or care that they’re using a system with bitcoin roots.  “Then people won’t even know they’re using it, they’ll be using brands that they trust that will be using these protocols. All they’ll know is that they suddenly get to send money to India for free, instantly,” said Ripple CEO Chris Larsen.  Bitcoin’s biggest potential market may be among the millions of people with limited access to proper banking services.  Bitcoin naturally lends itself to the idea of a mobile wallet, and of small payments that have so far been too expensive for mass adoption. Users of dogecoin, a variant of bitcoin, for example, raised funds for the Jamaican bobsled team and three Indian athletes to go to last month’s Winter Olympics, and this week raised more than $30,000 to build wells in Kenya.  Bitcoin and its offshoots also offer a way round government currency controls - either by converting fiat currency to a virtual currency that can be sent overseas, or by bypassing the local currency entirely.  Next week, an Icelander who calls himself Baldur Friggjar Óðinsson will start releasing a new crypto-currency he has created himself, Auroracoin, to all Icelanders who want some. The idea, he said in an email interview, “is to free the Icelandic people from fiat currency and currency controls” by giving them access to a currency that can be traded online or, in theory, used to pay for goods and services.  Icelanders have been restricted from converting their cash into foreign currency since the 2008 financial crisis. Each Icelander can download their allocation of Auroracoins, worth about $500 at current prices, from a website.  “Hopefully this is the beginning of a lasting revolution, where the power over money is removed from the elite and placed in the hands of the people,” Baldur said.  Revolutionary talk aside, the legacy of bitcoin could be in the way it can decentralize any kind of transaction. The record of all transactions using the bitcoin protocol are stored in something called a blockchain - a log of where all bitcoins have changed hands.  Forget bitcoin as merely a currency, said the foundation’s Vessenes, and think of it as a decentralized way to confer and agree ownership.  The smallest unit of bitcoin, the satoshi, could be a token that represents ownership of a share - with details of who should be paid a dividend, or who can vote at shareholder meetings - all built directly into the token. Ownership of a car could be managed the same way, so it only responds to someone who can prove possession and ownership of that token.  “Money, or what one perceives as money, is just a form of disintermediated trust,” says Pindar Wong, a Hong Kong-based consultant who has been working on internet-based payment technologies. “There’s a whole scope of innovation here and we’re just touching the tip of a very big iceberg.”  Additional reporting by Sophie Knight in Tokyo; Editing by Ian Geoghegan"
454,454,Australia to auction $11.5 mln confiscated bitcoins,https://www.reuters.com/article/idUSL4N18R019,"May 29, 2016 11:52pm EDT","['bitcoin', '', '']",reuters,"SYDNEY (Reuters) - Around A$16 million ($11.49 million) worth of confiscated bitcoins will be auctioned in Sydney next month, the first such auction outside the United States, as demand for the digital currency surged to its highest in nearly two years.  The sale will take place on June 20-21 and involve 24,518 coins, said auction organizer financial services group Ernst and Young on Monday.   U.S. Marshals auctioned off more than 170,000 bitcoins in 2014 and 2015, confiscated after the closure of Silk Road, a black market website.   Bitcoin has proved popular among users of underground market places and criminals because transactions are anonymous and need not involve any formal institution.   Ernst and Young said the bitcoin was “confiscated as proceeds of crime” but declined to identify its client. Local news reports have previously said that the bitcoin was confiscated from an Australian man convicted of commercial drug trafficking in 2014.   A spokesperson for the department of justice in Victoria state declined to comment, citing commercial considerations.    EY partner Adam Nikitins said the company expects interest from asset investment managers, currency exchanges, investment banks and hedge funds in North America and Europe.  “The number of bitcoin transactions since 2012 has quadrupled and parties are seeing more opportunities and uses for the technology,” said Nikitins.  The auction is not limited to Australian nationals. On Friday, the price of bitcoin rose to $530, the highest level since August 2014. Trades involving the Chinese yuan are estimated to account for as much as 95 percent of bitcoin’s trading volume. The market value of all bitcoin in circulation amounts to around $8 billion.($1 = 1.3930 Australian dollars)  ($1 = 1.3951 Australian dollars)  Reporting by Jeremy Wagstaff; additional reporting by Cecile Lefort in Sydney; Editing by Shri Navaratnam"
455,455,Bitcoin's promise: a financial revolution the web's been waiting for,https://www.reuters.com/article/idUSL3N0MH0AD20140320,"March 20, 2014 05:00pm EDT","['bitcoin', '', '']",reuters,"March 21 (Reuters) - Bitcoin may not be the messiah of a new currency its hardcore fans yearn for, but it may herald the deeper financial revolution the internet has been waiting for.  While computers and smartphones have brought the web to more than a third of the world’s population, online commerce still largely depends on a banking system that has changed little over recent decades, some of it relying on computer code written before the web was born.  The growing interest in bitcoin, a digital currency that requires no centralized body to handle transactions, is beginning to change all that.  “The rise of bitcoin has changed everyone’s idea of what a good payment system should be,” says Manu Sporny, CEO of web payments company Digital Bazaar, who is spearheading an effort to get the industry together to agree on standards for handling online transactions. “Bitcoin raised the bar, so everyone’s got to come in and match that in some way.”  A key moment, Sporny and others say, will be a meeting in Paris next week hosted by the World Wide Web Consortium, or W3C, one of the key bodies for setting internet standards.  Gathering for the first time to discuss web payment standards will be telecom operators such as Deutsche Telekom , Telefonica and AT&T, payment companies including SWIFT, PayPal and Gemalto, as well as the U.S. Federal Reserve.  Bitcoin can claim some credit for this buzz of activity.  Much of the focus on bitcoin has been on its meteoric rise in value - soaring from $30 a year ago to above $1,000 late in the year - which has been only slightly dented by the collapse last month of Mt. Gox, a leading bitcoin exchange, with half a billion dollars’ worth of bitcoins missing.  But bitcoin as a currency might be a distraction.  Underpinning the digital currency is a combination of key computing principles - decentralized timestamping, public key cryptography and a proof of work system - that promise to revolutionise transactions.  Says Peter Vessenes, CEO of bitcoin start-up CoinLab and chairman of the Bitcoin Foundation, an advocacy group promoting its adoption: “Those three could be turned into money, but they could also do a lot of other things.”  What interests some, and worries others, among those due to attend the Paris meeting is the promise bitcoin offers in cutting the cost of moving money around.  “If they can have it cheaper, they will make it cheaper,” said Marcus Swanepoel of Switchless, a Singapore-based company offering to integrate bitcoin processes into traditional banks and telecom companies.  Bitcoin poses a challenge for those used to handling consumer transactions: PricewaterhouseCoopers estimates that credit card companies charge around 3 percent in transaction fees. PayPal’s cut can go as high as 4 percent. Those same transactions via bitcoin firms such as Coinbase and BitPay, which bypass central financial institutions, are as likely to be free.  However, Visa Inc’s head of innovation Jim McCarthy told an investors’ conference this month that while there were things to be learned about bitcoin, “I don’t see those as the things that are going to tip the apple cart anytime soon.”  MasterCard and Visa will not be at the Paris meeting, noted Sporny.  Indeed, there’s plenty of skepticism that bitcoin will amount to anything, with critics pointing to recent setbacks such as Mt. Gox and the libertarian bent of some of its supporters, as indicators it’s little more than a Ponzi scheme.  Some of bitcoin’s doubters come from within. Mike Hearn, a key contributor to the code underpinning bitcoin, dismisses talk of Ponzi schemes, but worries about complacency. “A lot of people seem to believe it’s a done deal, a dead cert. And I don’t see it that way at all.”  Hearn says that if bitcoin is going to challenge or win over the banking mainstream it needs to adopt better security while making it easier to use. And then, it needs to reach out to overcome the banking world’s anxiety about regulators and its perceived links to crime.  “The banking blockage, where all banks are afraid of touching bitcoin because they’re afraid of getting whacked by governments, is still the biggest challenge that bitcoin faces,” he said.  Switchless’ Swanepoel believes this fear is already dissipating. Standard Bank of South Africa, for example, recently ran a pilot using Switchless technology to integrate bitcoin trading into the bank’s own currency systems.  He sees similar interest among telephone operators and post offices looking for a cheap way to build a system to handle monetary transactions. But if bitcoin does make it into these behemoths, it’s likely to accompany existing technologies. “You don’t see bitcoin as something that would eliminate how things are done at the moment,” Swanepoel said in a phone interview. “They’re more likely to sit side by side.”  Start-up Ripple, for example, offers a way for users to buy and sell currencies using some bitcoin technologies but not its computer-hogging method of confirmation, called mining. End users needn’t know or care that they’re using a system with bitcoin roots.  “Then people won’t even know they’re using it, they’ll be using brands that they trust that will be using these protocols. All they’ll know is that they suddenly get to send money to India for free, instantly,” said Ripple CEO Chris Larsen.  Bitcoin’s biggest potential market may be among the millions of people with limited access to proper banking services.  Bitcoin naturally lends itself to the idea of a mobile wallet, and of small payments that have so far been too expensive for mass adoption. Users of dogecoin, a variant of bitcoin, for example, raised funds for the Jamaican bobsled team and three Indian athletes to go to last month’s Winter Olympics, and this week raised more than $30,000 to build wells in Kenya.  Bitcoin and its offshoots also offer a way round government currency controls - either by converting fiat currency to a virtual currency that can be sent overseas, or by bypassing the local currency entirely.  Next week, an Icelander who calls himself Baldur Friggjar Óinsson will start releasing a new crypto-currency he has created himself, Auroracoin, to all Icelanders who want some. The idea, he said in an email interview, “is to free the Icelandic people from fiat currency and currency controls” by giving them access to a currency that can be traded online or, in theory, used to pay for goods and services.  Icelanders have been restricted from converting their cash into foreign currency since the 2008 financial crisis. Each Icelander can download their allocation of Auroracoins, worth about $500 at current prices, from a website.  “Hopefully this is the beginning of a lasting revolution, where the power over money is removed from the elite and placed in the hands of the people,” Baldur said.  Revolutionary talk aside, the legacy of bitcoin could be in the way it can decentralise any kind of transaction. The record of all transactions using the bitcoin protocol are stored in something called a blockchain - a log of where all bitcoins have changed hands.  Forget bitcoin as merely a currency, said the foundation’s Vessenes, and think of it as a decentralised way to confer and agree ownership.  The smallest unit of bitcoin, the satoshi, could be a token that represents ownership of a share - with details of who should be paid a dividend, or who can vote at shareholder meetings - all built directly into the token. Ownership of a car could be managed the same way, so it only responds to someone who can prove possession and ownership of that token.  “Money, or what one perceives as money, is just a form of disintermediated trust,” says Pindar Wong, a Hong Kong-based consultant who has been working on internet-based payment technologies. “There’s a whole scope of innovation here and we’re just touching the tip of a very big iceberg.”   (Additional reporting by Sophie Knight in Tokyo; Editing by Ian Geoghegan)"
456,456,Bitcoin slides on 'fraud' warning from JPMorgan's Dimon,https://www.reuters.com/article/idUSKCN1BO232,"September 13, 2017 12:48pm EDT","['bitcoin', '', '']",reuters,"LONDON (Reuters) - Bitcoin slid by more than 10 percent on Wednesday, as investors sold the cryptocurrency after a warning by JPMorgan (JPM.N) Chief Executive Jamie Dimon that it “is a fraud” and will eventually “blow up”.  Bitcoin, the original and still the biggest cryptocurrency, has been on a tear in recent months, hitting a record high just below $5,000 at the start of September after a more than fivefold increase in price since the start of the year.   But bitcoin and other cryptocurrencies have been falling since early last week, when China banned the issuance of new digital coins for fundraising purposes - a phenomenon known as initial coin offerings, or ICOs.   ICOs have fueled a rapid ascent in the value of all cryptocurrencies, from about $17 billion at the start of the year - with bitcoin making up around 90 percent of that - to a record high close to $180 billion at the beginning of September, of which bitcoin represented less than half.   Following the ICO ban, the market was further spooked by reports early this week that Chinese authorities were planning to forbid any trading of cryptocurrencies and by a warning on ICOs from Britain’s financial watchdog, raising fears of a wider crackdown.  Dimon’s warning triggered a further 11 percent collapse in the price of bitcoin, which had already lost around 15 percent of its value in 10 days.   “He joins a long line of market commentators that have been critical of bitcoin and it potentially being in a bubble, so his comments could have been the tipping point,” said James Butterfill, head of research and investment strategy at ETF Securities in London.   The cryptocurrency tumbled to as low as $3,720.01 on the Bitstamp exchange BTC=BTSP before recovering to trade around $3,810 by 1524 GMT, still down 8.7 percent on the day.   Most other digital currencies were down also, with bitcoin’s main rival ether - often called Ethereum, the name given to the project behind the currency - down 10 percent on the day, according to Coinmarketcap, an industry website.   Dimon told an investor conference in New York that if any of his traders were found trading bitcoin he would “fire them in a second”, and that bitcoin was “worse than tulips bulbs,” referring to a famous market bubble from the 1600s.  “This is not the first time that Jamie Dimon has spoken against the currency - the last time he had a similar go on the currency was in November 2015,” said ThinkMarkets analyst Naeem Aslam. “Since then, the currency has had a remarkable run.”   “Most importantly, given that the CEO does not think that shorting this trade would yield a more favorable outcome shows that the cryptocurrency has a lot more room to run.”  (This version of the story was refiled to fix garbled third paragraph)  Reporting by Jemima Kelly, editing by Larry King"
